x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4164176881313324,0.8995200991630554,3.8749354303035943e-07,0.44808709621429443,0.8411572575569153,-0.02276601269841194,0.4378325045108795,0.7804328203201294,-0.028389113023877144,0.40984153747558594,0.7375775575637817,-0.02903061732649803,0.3943459987640381,0.7028489708900452,-0.02789396233856678,0.3721262514591217,0.7414665222167969,-0.015472423285245895,0.3482687175273895,0.6749552488327026,-0.022224586457014084,0.3351590931415558,0.6325817704200745,-0.028215758502483368,0.3259807825088501,0.6005985736846924,-0.032076794654130936,0.3450362980365753,0.7617183923721313,-0.005784063134342432,0.3255450427532196,0.6993194818496704,-0.011585161089897156,0.31780263781547546,0.6572354435920715,-0.015755129978060722,0.3120312988758087,0.6240105628967285,-0.01812773197889328,0.3298616111278534,0.7846056222915649,0.0021344712004065514,0.3133084177970886,0.7291038036346436,-0.0031631048768758774,0.31185752153396606,0.6943107843399048,-0.003640331095084548,0.31211504340171814,0.669689416885376,-0.003091260325163603,0.3236520290374756,0.8060870170593262,0.007860121317207813,0.31389209628105164,0.7567200660705566,0.0038586521986871958,0.31438148021698,0.7286814451217651,0.0054928758181631565,0.31651604175567627,0.7110946774482727,0.008271699771285057,Sin
0.41868022084236145,0.8987948298454285,4.2971154812221357e-07,0.446618914604187,0.83760005235672,-0.019859103485941887,0.43529966473579407,0.7779494524002075,-0.024123938754200935,0.40873271226882935,0.7365841865539551,-0.0238201804459095,0.39298391342163086,0.7075726985931396,-0.021809516474604607,0.369436115026474,0.7424946427345276,-0.015769781544804573,0.347682923078537,0.6734793186187744,-0.02130434289574623,0.33509203791618347,0.6300103664398193,-0.02656823769211769,0.3247813880443573,0.5980489253997803,-0.029687773436307907,0.34473010897636414,0.7622630000114441,-0.006774851121008396,0.3255111277103424,0.6968043446540833,-0.010914867743849754,0.3159010112285614,0.652456521987915,-0.013972156681120396,0.3070085346698761,0.6168217062950134,-0.015901362523436546,0.3315785229206085,0.7840073108673096,0.0011321887141093612,0.31825387477874756,0.7267976999282837,-0.0020833199378103018,0.32234227657318115,0.7014075517654419,-0.000903046689927578,0.326582670211792,0.6890934705734253,0.0009087563958019018,0.32650741934776306,0.8032006621360779,0.0069573381915688515,0.3197419345378876,0.7532643675804138,0.004271479323506355,0.32610535621643066,0.7316895127296448,0.006861467845737934,0.33322665095329285,0.7234941124916077,0.010564569383859634,Sin
0.4279080629348755,0.8858861923217773,4.397253690058278e-07,0.4561368227005005,0.8250724077224731,-0.022741425782442093,0.44635534286499023,0.7626575827598572,-0.028215086087584496,0.417060911655426,0.7218969464302063,-0.028157277032732964,0.39631739258766174,0.6934792399406433,-0.026402441784739494,0.38451653718948364,0.7268393039703369,-0.020338263362646103,0.35951781272888184,0.6559770703315735,-0.026795048266649246,0.3462775945663452,0.6126059889793396,-0.03136119991540909,0.3367609977722168,0.5804892778396606,-0.03354097157716751,0.3586505353450775,0.742924153804779,-0.010336941108107567,0.33382734656333923,0.6676089763641357,-0.01646292954683304,0.32380110025405884,0.6193588376045227,-0.01967625692486763,0.31917378306388855,0.5839169025421143,-0.020612971857190132,0.34333381056785583,0.7606581449508667,-0.0017588899936527014,0.32438257336616516,0.6925051808357239,-0.007236621808260679,0.32085344195365906,0.6486495733261108,-0.011182272806763649,0.3219575583934784,0.6172891855239868,-0.012742598541080952,0.3357086479663849,0.7794300317764282,0.005005510989576578,0.3258299231529236,0.7293367385864258,0.0008500732947140932,0.3295052647590637,0.7080422639846802,0.0006655080360360444,0.3363981544971466,0.6973684430122375,0.002276031533256173,Sin
0.43080654740333557,0.8837937116622925,4.095331576081662e-07,0.4583294987678528,0.817926824092865,-0.015129918232560158,0.4458712637424469,0.7575909495353699,-0.017589688301086426,0.4173617660999298,0.7175672650337219,-0.015613604336977005,0.39648178219795227,0.6916351914405823,-0.01192332711070776,0.3840493857860565,0.7261697053909302,-0.013929417356848717,0.3590007722377777,0.6534739136695862,-0.01676059700548649,0.3476763665676117,0.6112135052680969,-0.018313869833946228,0.33934611082077026,0.5795758962631226,-0.01853492110967636,0.35891449451446533,0.7426612973213196,-0.005766845773905516,0.33319470286369324,0.6655094027519226,-0.010144743137061596,0.32422205805778503,0.6183232069015503,-0.011546012945473194,0.31944745779037476,0.5831668972969055,-0.011068428866565228,0.343869149684906,0.7606034874916077,0.001970421988517046,0.322273313999176,0.6908611059188843,-0.0012948978692293167,0.3170609474182129,0.6449389457702637,-0.003244304098188877,0.3156760036945343,0.6124325394630432,-0.0035167718306183815,0.33684206008911133,0.7784143686294556,0.008714384399354458,0.32587119936943054,0.7239949107170105,0.007792082615196705,0.3275683522224426,0.6966651678085327,0.009621468372642994,0.3323155343532562,0.680467426776886,0.012312844395637512,Sin
0.4460144639015198,0.885098397731781,3.7255355778142984e-07,0.46834075450897217,0.8139908313751221,-0.02014198713004589,0.45521941781044006,0.7535282373428345,-0.025166049599647522,0.42364242672920227,0.714352011680603,-0.026547303423285484,0.39875826239585876,0.6869440078735352,-0.026078514754772186,0.39431682229042053,0.7244896292686462,-0.011622538790106773,0.3718172013759613,0.6534507870674133,-0.020009195432066917,0.3612833619117737,0.6117535829544067,-0.027018778026103973,0.35217535495758057,0.5778635740280151,-0.0312504805624485,0.3721839189529419,0.7404448986053467,-0.004782767966389656,0.351955384016037,0.6636427044868469,-0.013707618229091167,0.343426376581192,0.6167125105857849,-0.020407741889357567,0.3380749225616455,0.5787484645843506,-0.024039195850491524,0.3612644374370575,0.7570452690124512,6.604068767046556e-05,0.3450510799884796,0.685552716255188,-0.008392682299017906,0.3385901153087616,0.6369500160217285,-0.013294818811118603,0.3362244963645935,0.5998815298080444,-0.015431344509124756,0.3577197790145874,0.7726899981498718,0.0031033672858029604,0.3468066155910492,0.7152466773986816,-0.003213705727830529,0.34429219365119934,0.6780202388763428,-0.004574643913656473,0.34473317861557007,0.6497969627380371,-0.003969588782638311,Sin
0.4521873891353607,0.8805903196334839,4.3205571387261443e-07,0.47622427344322205,0.8098229765892029,-0.023466281592845917,0.45610353350639343,0.748458206653595,-0.02751152403652668,0.42447713017463684,0.709094226360321,-0.024379556998610497,0.4020872712135315,0.6837775707244873,-0.019680799916386604,0.39805543422698975,0.7264647483825684,-0.02548486739397049,0.37429457902908325,0.6492427587509155,-0.025765912607312202,0.3630538582801819,0.6076766848564148,-0.025308169424533844,0.35165414214134216,0.5761654376983643,-0.024748926982283592,0.37549856305122375,0.7451115250587463,-0.011052588000893593,0.35633617639541626,0.6613531708717346,-0.013953624293208122,0.34905773401260376,0.6131278276443481,-0.015505649149417877,0.34305959939956665,0.5774675011634827,-0.015613012947142124,0.3657037913799286,0.7628576755523682,0.003365603741258383,0.3480508327484131,0.6890304684638977,0.0021681785583496094,0.34163472056388855,0.6423367261886597,-0.0013346358900889754,0.3378749191761017,0.6078805923461914,-0.003576202318072319,0.36342644691467285,0.7770382165908813,0.016309639438986778,0.3520059287548065,0.7206940054893494,0.01653359830379486,0.3506324589252472,0.6890785694122314,0.016402803361415863,0.35253646969795227,0.6661142110824585,0.016816915944218636,Sin
0.45242947340011597,0.8828795552253723,4.2236240460624686e-07,0.47548404335975647,0.8123428821563721,-0.022615766152739525,0.4563747048377991,0.7486743330955505,-0.025433773174881935,0.4245721995830536,0.7099043726921082,-0.021320654079318047,0.4008885622024536,0.6862161159515381,-0.015363624319434166,0.3970881402492523,0.7260496020317078,-0.02147671766579151,0.37564632296562195,0.6489869356155396,-0.021929696202278137,0.36511892080307007,0.6064994931221008,-0.02146519161760807,0.35536012053489685,0.5740219354629517,-0.02076738327741623,0.37603843212127686,0.7437353730201721,-0.007464931346476078,0.35760068893432617,0.6602504849433899,-0.011898260563611984,0.3508492410182953,0.6121002435684204,-0.013424440287053585,0.34551340341567993,0.5748378038406372,-0.012798079289495945,0.3674435019493103,0.7605419158935547,0.006143550854176283,0.3489688038825989,0.6858128309249878,0.0028908969834446907,0.34271252155303955,0.6374725103378296,-0.00042180443415418267,0.33895015716552734,0.6008066534996033,-0.001479251659475267,0.3662356436252594,0.7744857668876648,0.018378444015979767,0.3509877026081085,0.7157856225967407,0.01725783385336399,0.3470781445503235,0.6809310913085938,0.016857586801052094,0.3465729355812073,0.6538840532302856,0.017666658386588097,Sin
0.452765554189682,0.8839528560638428,3.567925830338936e-07,0.47685056924819946,0.8180816173553467,-0.022565500810742378,0.46403735876083374,0.7591132521629333,-0.029040751978754997,0.4323199987411499,0.719829261302948,-0.03000866435468197,0.4100484848022461,0.6897602677345276,-0.029665663838386536,0.4035950303077698,0.7302550673484802,-0.02401706948876381,0.3754517436027527,0.660980224609375,-0.03147798404097557,0.3609831631183624,0.6190619468688965,-0.036420535296201706,0.3488942086696625,0.5860534310340881,-0.03942030668258667,0.3801579773426056,0.7443292737007141,-0.014567170292139053,0.3564715087413788,0.6673110127449036,-0.02247701585292816,0.3450736105442047,0.6201125383377075,-0.028066882863640785,0.33612000942230225,0.5825609564781189,-0.03125379979610443,0.3677458167076111,0.7606642842292786,-0.006036795675754547,0.3452759087085724,0.6934295892715454,-0.013069691136479378,0.334345281124115,0.6480726599693298,-0.01917881891131401,0.32645195722579956,0.6122044324874878,-0.02297683246433735,0.3623710870742798,0.7782641649246216,0.0009767116280272603,0.3431418538093567,0.7302506566047668,-0.00518086226657033,0.3342631161212921,0.7014744877815247,-0.008315350860357285,0.327595055103302,0.6781550645828247,-0.009527252987027168,Sin
0.45111238956451416,0.8857033848762512,3.4838240026147105e-07,0.47793543338775635,0.8171280026435852,-0.010336837731301785,0.47333309054374695,0.7533712983131409,-0.014368399046361446,0.4482792019844055,0.7130998969078064,-0.016081765294075012,0.4252646863460541,0.6888567805290222,-0.016969529911875725,0.4120025336742401,0.7279903292655945,-0.01583346165716648,0.3771447539329529,0.6629587411880493,-0.024148328229784966,0.35840991139411926,0.6229677200317383,-0.02913009002804756,0.344115674495697,0.5919122695922852,-0.03154848888516426,0.3847689628601074,0.7496513724327087,-0.01394626870751381,0.35307538509368896,0.6770535707473755,-0.02121129259467125,0.3355695903301239,0.6314977407455444,-0.02513972483575344,0.32279759645462036,0.5965973734855652,-0.027209479361772537,0.36646386981010437,0.7718366384506226,-0.012207094579935074,0.33841344714164734,0.705691397190094,-0.016911301761865616,0.3246312141418457,0.6624678373336792,-0.019647113978862762,0.3156512975692749,0.6292113065719604,-0.0212240032851696,0.3554733395576477,0.7942098379135132,-0.011324907653033733,0.3342299163341522,0.7398403882980347,-0.01431167870759964,0.32523319125175476,0.7075657844543457,-0.013834986835718155,0.32012665271759033,0.6826679706573486,-0.01238856092095375,Sin
0.4502539038658142,0.8849527835845947,3.52014978943771e-07,0.47654402256011963,0.8176532983779907,-0.009217371232807636,0.473530113697052,0.7523300051689148,-0.012681961059570312,0.45340439677238464,0.7090591192245483,-0.014259744435548782,0.43416833877563477,0.6866047382354736,-0.0156767088919878,0.41067978739738464,0.7250131964683533,-0.014506335370242596,0.37731245160102844,0.6616828441619873,-0.022648239508271217,0.35958290100097656,0.6218359470367432,-0.028500981628894806,0.34605154395103455,0.5908311009407043,-0.03178764507174492,0.3849721848964691,0.746882975101471,-0.01376803033053875,0.3519408702850342,0.6775210499763489,-0.02053077705204487,0.33379998803138733,0.631378173828125,-0.025742122903466225,0.3206213414669037,0.5961032509803772,-0.029162367805838585,0.3675391674041748,0.7708370685577393,-0.013148250989615917,0.3371512293815613,0.7073034644126892,-0.01817200519144535,0.3234737515449524,0.6632936596870422,-0.022810958325862885,0.31513673067092896,0.6294280290603638,-0.025952761992812157,0.3570740520954132,0.795010507106781,-0.013254835270345211,0.3348386287689209,0.7426078915596008,-0.017308998852968216,0.32587116956710815,0.7104897499084473,-0.018171677365899086,0.32111960649490356,0.6858653426170349,-0.017866821959614754,Sin
